start_time,end_time,ac1,ac2,ac1_start_lat,ac1_start_lon,ac1_start_alt,ac2_start_lat,ac2_start_lon,ac2_start_alt,ac1_end_lat,ac1_end_lon,ac1_end_alt,ac2_end_lat,ac2_end_lon,ac2_end_alt,min_horiz_m,min_horiz_nm,min_vert_ft,ac1_min_lat,ac1_min_lon,ac1_min_alt,ac2_min_lat,ac2_min_lon,ac2_min_alt,los_occurred
43201.0,43208.0,N9886K,VTOL1,28.310886456617045,-81.4378108023054,243.84,28.428981068667376,-81.3093523886934,278.892,28.309955708265274,-81.43587231412214,243.84,28.42701373721128,-81.31176045460332,264.2616,18991.83661862646,10.254771392346901,67.00000214399995,28.309955708265274,-81.43587231412214,243.84,28.42701373721128,-81.31176045460332,264.2616,0
43201.0,43231.0,AAL599,VTOL1,28.465449940339546,-81.322333,411.48,28.428981068667376,-81.3093523886934,278.892,28.49210920275536,-81.3226400278549,563.88,28.419355289190353,-81.32114128128788,267.3096,4309.21268719004,2.326788707985983,435.0000139200001,28.465449940339546,-81.322333,411.48,28.428981068667376,-81.3093523886934,278.892,1
43216.0,43261.0,MXY738,VTOL1,28.43481125977028,-81.295866,190.5,28.424135072158492,-81.31522227275082,267.9192,28.464980170502646,-81.28699792325587,533.4,28.409819543540642,-81.33261995761785,264.8712,2460.7670032772185,1.328707885138887,254.00000812799996,28.43481125977028,-81.295866,190.5,28.424135072158492,-81.31522227275082,267.9192,1
43216.0,43274.0,N1297F,VTOL1,28.29683655085138,-81.44244195596043,152.4,28.424135072158492,-81.31522227275082,267.9192,28.304649785749813,-81.43030604913832,304.8,28.40590339981812,-81.33736671129078,263.652,15299.926612530853,8.261299466809316,135.00000432000007,28.304649785749813,-81.43030604913832,304.8,28.40590339981812,-81.33736671129078,263.652,0
43201.0,43301.0,SWA4720,VTOL1,28.36687437062644,-81.28193856419058,297.18,28.428981068667376,-81.3093523886934,278.892,28.427355054773482,-81.282085,152.4,28.397150654776848,-81.3479740758294,261.5184,5448.706687699484,2.9420662460580367,372.00001190399996,28.39464090547735,-81.282085,152.4,28.414652835453744,-81.32675341123851,265.7856,1
43286.0,43322.0,SWA3778,VTOL1,28.441469931790035,-81.322333,190.5,28.40198351278658,-81.34210885640802,262.4328,28.469047547987476,-81.322385,502.92,28.39089664510068,-81.35554281967661,259.68960000000004,4916.088050942314,2.65447518949369,236.00000755199994,28.441469931790035,-81.322333,190.5,28.40198351278658,-81.34210885640802,262.4328,1
43276.0,43331.0,NKS2362,VTOL1,28.254526453932037,-81.24800693620296,563.88,28.405151416804582,-81.33826981102482,263.3472,28.292667864811463,-81.28058515650879,563.88,28.387647286043887,-81.35948896692308,259.08000000000004,13745.609397675467,7.422035311919799,1000.0000319999998,28.292667864811463,-81.28058515650879,563.88,28.387647286043887,-81.35948896692308,259.08000000000004,0
43201.0,43361.0,SWA2674,VTOL1,28.322882833420728,-81.32932069962953,525.78,28.428981068667376,-81.3093523886934,278.892,28.42654877284321,-81.321699,160.02,28.37814452818042,-81.37100344513189,256.64160000000004,3087.3222546439442,1.6670206558552614,332.0000106239999,28.388042646214053,-81.321699,160.02,28.397232614828205,-81.34786588682614,261.2136,1
43201.0,43367.0,NKS3995,VTOL1,28.288981454426267,-81.26074300383993,441.96000000000004,28.428981068667376,-81.3093523886934,278.892,28.4021371271654,-81.282026,160.02,28.376641723794226,-81.37281465576933,255.7272,8289.58633530414,4.476018539581069,96.00000307200006,28.368454379371602,-81.28178102080959,289.56,28.39406463299207,-81.35170484956403,260.2992,1
43395.0,43486.0,N1297F,VTOL1,28.266391696567432,-81.41307654714528,266.7,28.36705780053536,-81.38443684891531,253.8984,28.292965744553463,-81.4508558118486,160.02,28.338548556806636,-81.418980248732,246.2784,6191.878478355014,3.3433469105588625,283.00000905599995,28.292965744553463,-81.4508558118486,160.02,28.338548556806636,-81.418980248732,246.2784,1
