start_time,end_time,ac1,ac2,ac1_start_lat,ac1_start_lon,ac1_start_alt,ac2_start_lat,ac2_start_lon,ac2_start_alt,ac1_end_lat,ac1_end_lon,ac1_end_alt,ac2_end_lat,ac2_end_lon,ac2_end_alt,min_horiz_m,min_horiz_nm,min_vert_ft,ac1_min_lat,ac1_min_lon,ac1_min_alt,ac2_min_lat,ac2_min_lon,ac2_min_alt,los_occurred
45005.0,45009.0,N2959U,VTOL1,28.175199161129026,-81.59648800994695,548.64,28.42743134182531,-81.31084474851649,278.892,28.17576846557991,-81.59510778367728,579.12,28.426848548209417,-81.31232663945833,274.6248,42096.976939412605,22.730549103354537,999.000031968,28.17576846557991,-81.59510778367728,579.12,28.426848548209417,-81.31232663945833,274.6248,0
45001.0,45051.0,JBU737,VTOL1,28.272763841616495,-81.2744281067473,563.88,28.428981068667376,-81.3093523886934,278.892,28.316671890911824,-81.28111888623887,563.88,28.417504576069327,-81.33197803777357,264.2616,12571.712009534922,6.788181430634407,983.000031456,28.316671890911824,-81.28111888623887,563.88,28.417504576069327,-81.33197803777357,264.2616,0
45066.0,45109.0,FFT4686,VTOL1,28.43278070543923,-81.295974,152.4,28.41387670387158,-81.3391923269793,256.64160000000004,28.462122565860646,-81.28894655755508,487.68,28.40414535132497,-81.35851581424603,240.792,5251.172264993132,2.835406190601043,342.0000109440001,28.43278070543923,-81.295974,152.4,28.41387670387158,-81.3391923269793,256.64160000000004,1
45056.0,45148.0,JBU737,VTOL1,28.321523715005622,-81.28125636416705,563.88,28.416284276880795,-81.33441221439685,260.604,28.38600265160382,-81.28199663504718,190.5,28.395231672775072,-81.37620789879814,225.55200000000002,9746.954167119471,5.262934215507274,291.0000093120001,28.363508283353188,-81.281756,327.66,28.403598143433992,-81.35959688076643,238.9632,1
45136.0,45148.0,UPS5327,VTOL1,28.43212038635827,-81.295866,175.26000000000002,28.397830283781527,-81.37104656817746,229.20960000000002,28.44022542345004,-81.296297,373.38,28.395231672775072,-81.37620789879814,225.55200000000002,9198.514447797967,4.96680045777428,177.000005664,28.43212038635827,-81.295866,175.26000000000002,28.397830283781527,-81.37104656817746,229.20960000000002,1
45131.0,45150.0,AAL1644,VTOL1,28.4480313916904,-81.322333,167.64000000000001,28.398981253088564,-81.36876163590803,231.34320000000002,28.46307150095871,-81.322755,365.76,28.394628345550142,-81.3774107907489,225.55200000000002,7518.4561559661925,4.059641552897512,209.00000668800004,28.4480313916904,-81.322333,167.64000000000001,28.398981253088564,-81.36876163590803,231.34320000000002,1
45266.0,45376.0,N9886K,VTOL1,28.305186621694958,-81.45035151717707,152.4,28.365562656054017,-81.42841542147912,333.1464,28.29699281176579,-81.42148771670115,213.36,28.323490229778503,-81.46029588367608,517.2456000000001,3430.6810628287126,1.852419580361076,798.000025536,28.31647970218422,-81.43564431654738,243.84,28.345590317516624,-81.44576029371329,487.0704,1
45116.0,45386.0,N5524A,VTOL1,28.27520298024842,-81.55149434340821,541.02,28.402443169756342,-81.36188882172115,237.1344,28.259434654685506,-81.43881525780648,236.22,28.319475565827087,-81.46293325492171,522.4272,7202.833090169423,3.889218731192993,939.0000300479998,28.259434654685506,-81.43881525780648,236.22,28.319475565827087,-81.46293325492171,522.4272,1
45146.0,45436.0,N2959U,VTOL1,28.205876062668057,-81.54332032605949,518.1600000000001,28.395533336387537,-81.375606450255,225.55200000000002,28.263412719138387,-81.43927234872963,243.84,28.299397242490564,-81.47612111313558,548.3352,5720.134531502828,3.08862555696697,999.0000319679998,28.262539287655354,-81.44098994418397,243.84,28.301002096996225,-81.47506325057255,548.3352,1
45401.0,45436.0,N9886K,VTOL1,28.28921926165567,-81.41548422541841,243.84,28.313578447441735,-81.46680140308789,532.7904,28.27884175532942,-81.40644060453533,243.84,28.299397242490564,-81.47612111313558,548.3352,6323.546936189426,3.4144421901670765,948.0000303359998,28.28921926165567,-81.41548422541841,243.84,28.313578447441735,-81.46680140308789,532.7904,1
45311.0,45500.0,N1297F,VTOL1,28.298294314035637,-81.44402435088969,190.5,28.34976358880811,-81.44306346083658,483.108,28.26973287025141,-81.40047758157884,297.18,28.277072731620756,-81.4956657445859,576.6816,2299.5230785636777,1.241643130973908,621.0000198719999,28.313471174045688,-81.44331889769535,320.04,28.329500974379524,-81.45634778462264,509.3208,1
45536.0,45539.0,N4106C,VTOL1,28.08665124831512,-81.73512800456201,228.60000000000002,28.279027481532257,-81.51494044872398,523.9512,28.0877342766981,-81.73560840024757,228.60000000000002,28.278731551863633,-81.5163018576058,523.9512,32373.89988363282,17.480507496561998,969.0000310079998,28.0877342766981,-81.73560840024757,228.60000000000002,28.278731551863633,-81.5163018576058,523.9512,0
